BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,AZPS,EPE,GRID,PSCO,SRP,SWPP,TEPC,WACM,Subregion Frep,Subregion Jica,Subregion KAFB,Subregion KCEC,Subregion LAC,Subregion NTUA,Subregion PNM,Subregion TSGT,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
PNM,03Nov2018,Arizona,N,"33,999","33,575","39,217","5,642","18,291","9,017",,,24,"1,164","10,675",46,,-592,"5,762","-4,893","-3,077",,-329,"4,580","4,191","1,870",54,"1,022",778,"1,612",478,"21,308","6,423",2.32,0.92,,"19,268","3,764",,79,"23,111","4,858","8,921","19,048","39,217","33,575",1.30,1.25
PNM,04Nov2018,Arizona,N,"34,164","33,854","39,370","5,516","20,000","9,089",,,24,"1,093","9,120",44,,"-2,217","6,521","-4,366","-3,143",,320,"4,616","3,785","1,675",54,"1,023",802,"1,644",505,"21,587","6,562",2.32,0.92,,"21,032","3,796",,68,"24,896","5,159","9,520","20,535","39,370","33,854",1.39,1.34
PNM,05Nov2018,Arizona,N,"35,144","34,135","42,145","8,010","19,784","9,148",,,24,"1,285","11,857",47,,"-3,626","7,694","-3,455","-2,278",,357,"2,883","6,435","1,463",66,"1,142",772,"1,700",483,"22,115","6,311",2.32,0.92,,"20,840","3,821",,88,"24,749","4,456","9,918","19,287","42,145","34,135",1.29,1.25
PNM,06Nov2018,Arizona,N,"35,116","33,702","41,505","7,803","20,047","9,274",,,24,"1,307","10,805",48,,"-5,611","8,914","-1,260","-2,274",,480,"1,992","5,562","1,173",67,"1,152",796,"1,656",445,"21,969","6,320",2.32,0.92,,"21,096","3,878",,81,"25,055","4,384","9,831","19,608","41,505","33,702",1.33,1.28
PNM,07Nov2018,Arizona,N,"34,577","33,663","36,217","2,554","20,996","9,422",,,21,"1,154","4,576",48,,"-9,232","8,812","-1,016","-2,008",,449,-307,"5,856","1,139",67,"1,150",802,"1,686",457,"22,036","6,211",2.32,0.92,,"22,113","3,937",,39,"26,089","6,016","10,301","21,804","36,217","33,663",1.59,1.43
PNM,08Nov2018,Arizona,N,"34,435","34,178","37,661","3,483","21,341","9,591",,,40,"1,158","5,483",48,,"-8,289","8,647","-1,627","-2,200",,480,585,"5,887","1,104",68,"1,141",815,"1,499",475,"22,232","6,558",2.32,0.92,,"22,491","3,990",,45,"26,526","5,656","10,314","21,868","37,661","34,178",1.55,1.41
PNM,09Nov2018,Arizona,N,"35,265","35,084","35,129",45,"21,441","10,632",,,34,"1,234","1,741",47,,"-8,771","8,621","-2,019","-2,740",,475,188,"4,291","1,227",69,"1,124",860,"1,695",548,"22,617","6,891",2.33,0.92,,"22,616","4,437",,20,"27,073","6,091","9,494","23,670","35,129","35,084",1.70,1.49
PNM,10Nov2018,Arizona,N,"34,086","34,479","42,381","7,902","20,300","10,192",,,24,"1,121","10,713",31,,-974,"8,305","-6,978","-2,494",,301,"2,864","6,878","1,221",62,"1,033",829,"1,646",510,"22,445","6,702",2.33,0.92,,"21,423","4,263",,79,"25,765","4,931","10,637","20,059","42,381","34,479",1.34,1.28
PNM,11Nov2018,Arizona,N,"34,606","34,691","43,852","9,161","23,677","9,173",,,24,803,"10,120",55,,"-2,317","7,236","-6,617","-1,959",,300,"2,042","10,476","1,224",58,"1,016",935,"1,650",527,"22,480","6,832",2.33,0.92,,"25,045","3,835",,73,"28,953","5,020","12,569","21,404","43,852","34,691",1.46,1.36
PNM,12Nov2018,Arizona,N,"38,080","38,619","42,981","4,362","24,190","11,631",,,24,735,"6,348",53,,"-5,797","9,028","-4,676","-2,916",,365,"2,384","5,974","1,237",71,"1,138","1,025","1,716",568,"25,247","7,592",2.33,0.92,,"25,595","4,844",,48,"30,487","6,228","11,483","25,233","42,981","38,619",1.56,1.44
PNM,13Nov2018,Arizona,N,"38,780","38,420","43,142","4,722","24,208","13,817",,,12,"1,184","3,880",41,,"-5,920","9,224","-1,509","-3,740",,540,"1,308","4,819",876,72,"1,175","1,012","1,776",559,"25,153","7,735",2.33,0.91,,"25,565","5,734",,34,"31,333","5,773","10,983","26,124","43,142","38,420",1.60,1.50
PNM,14Nov2018,Arizona,N,"38,483","37,852","41,561","3,709","22,957","13,183",,,0,"1,184","4,188",49,,"-5,995","9,231",-665,"-3,664",,509,583,"3,710","1,258",72,"1,161",969,"1,773",503,"24,453","7,544",2.33,0.92,,"24,242","5,481",,36,"29,759","5,743","9,694","25,807","41,561","37,852",1.58,1.50
PNM,15Nov2018,Arizona,N,"37,329","36,478","37,913","1,435","15,169","15,576",,,0,"1,232","5,886",50,,"-4,130","9,182","-2,938","-3,504",,508,137,"2,180","1,145",72,"1,155",924,"1,522",496,"23,559","7,272",2.33,0.92,,"16,030","6,500",,48,"22,578","6,100","7,622","21,056","37,913","36,478",1.31,1.27
PNM,16Nov2018,Arizona,N,"36,722","35,643","33,870","-1,773","12,324","14,854",,,0,"1,201","5,445",46,,"-4,114","9,545","-3,461","-3,799",,360,"1,413","-1,717",918,71,"1,129",888,"1,680",470,"23,097","7,249",2.33,0.92,,"13,020","6,193",,44,"19,258","7,072","6,505","19,824","33,870","35,643",1.25,1.23
PNM,17Nov2018,Arizona,N,"35,049","35,582","30,126","-5,456","15,028","7,193",,,0,"1,218","6,639",48,,"-4,442","2,951","-5,081","-3,255",,182,"2,698","1,491","1,940",62,"1,028",866,"1,639",452,"22,457","6,978",2.33,0.92,,"15,869","3,007",,53,"18,928","6,541","4,670","20,800","30,126","35,582",1.39,1.29
PNM,18Nov2018,Arizona,N,"35,137","35,835","38,746","2,911","22,271","12,298",,,0,"1,013","3,116",48,,"-5,803","6,535",-114,"-3,496",,331,"2,216","3,242","1,993",62,"1,031",890,"1,635",470,"22,466","7,175",2.33,0.92,,"23,494","5,128",,28,"28,650","5,331","8,772","25,208","38,746","35,835",1.63,1.55
PNM,19Nov2018,Arizona,N,"37,867","36,916","44,907","7,991","23,406","13,254",,,0,"1,320","6,880",47,,"-1,703","7,953","-2,614","-3,047",,360,"1,561","5,481","1,555",72,"1,149",934,"1,712",512,"23,637","7,175",2.33,0.92,,"24,704","5,520",,55,"30,278","4,314","10,385","24,208","44,907","36,916",1.49,1.45
PNM,20Nov2018,Arizona,N,"37,670","37,410","41,263","3,853","23,558","13,989",,,0,"1,075","2,593",48,,"-3,533","9,706","-3,573","-3,106",,389,-770,"4,740","1,544",72,"1,166",933,"1,714",574,"23,975","7,344",2.33,0.92,,"24,869","5,831",,25,"30,724","5,966","10,614","26,075","41,263","37,410",1.64,1.54
PNM,21Nov2018,Arizona,N,"36,825","36,785","40,333","3,548","22,822","13,542",,,0,"1,313","2,608",48,,"-4,080","9,418","-3,859","-3,245",,380,866,"4,068","1,877",68,"1,131",941,"1,688",542,"23,413","7,017",2.33,0.92,,"24,104","5,654",,26,"29,785","5,916","10,352","25,349","40,333","36,785",1.63,1.52
PNM,22Nov2018,Arizona,N,"34,982","36,636","42,952","6,316","21,999","10,851",,,0,236,"9,818",48,,-697,"7,293","-5,547","-3,275",,305,"3,589","4,648","1,967",71,"1,054",989,"1,659",549,"23,233","7,113",2.33,0.92,,"23,258","4,543",,67,"27,868","5,292","10,374","22,786","42,952","36,636",1.43,1.37
PNM,23Nov2018,Arizona,N,"35,762","35,623","45,992","10,369","21,381","9,119",,,0,"1,273","14,171",48,,"1,230","7,723","-6,260","-2,838",,112,"3,406","6,996","1,934",63,"1,065",900,"1,653",466,"22,629","6,761",2.33,0.92,,"22,618","3,823",,103,"26,544","4,525","11,085","19,984","45,992","35,623",1.27,1.24
PNM,24Nov2018,Arizona,N,"35,560","35,628","44,275","8,647","20,575","9,181",,,0,"1,236","13,235",48,,829,"7,945","-6,527","-2,613",,151,828,"8,034","1,873",62,"1,027",901,"1,609",460,"22,784","6,766",2.33,0.92,,"21,752","3,844",,96,"25,693","4,958","10,557","20,094","44,275","35,628",1.28,1.24
PNM,25Nov2018,Arizona,N,"36,912","36,572","41,039","4,467","22,249","10,574",,,0,"1,329","6,839",48,,"-3,025","8,352","-4,886","-2,922",,165,202,"6,581","1,953",69,"1,039",965,"1,662",492,"23,339","6,942",2.33,0.92,,"23,537","4,418",,55,"28,010","5,783","10,359","23,434","41,039","36,572",1.50,1.41
PNM,26Nov2018,Arizona,N,"38,517","38,966","43,560","4,594","24,130","10,224",,,3,"1,179","7,976",48,,"-4,678","6,804","-2,191","-3,053",,421,"1,760","5,531","1,966",72,"1,155",999,"1,745",506,"24,989","7,368",2.33,0.92,,"25,473","4,253",,61,"29,787","5,187","9,548","25,425","43,560","38,966",1.51,1.44
PNM,27Nov2018,Arizona,N,"38,296","38,278","48,502","10,224","23,024","13,378",,,5,"1,274","10,774",47,,-833,"6,365","-3,142","-2,774",,278,"2,609","7,721","1,883",72,"1,162",947,"1,728",511,"24,634","7,167",2.33,0.92,,"24,324","5,567",,80,"29,971","4,023","10,728","23,267","48,502","38,278",1.36,1.34
PNM,28Nov2018,Arizona,N,"37,318","37,616","44,590","6,974","17,486","13,619",,,9,"1,183","12,281",12,,"2,011","5,492","-6,264","-2,659",,382,553,"7,459","1,953",72,"1,170",898,"1,721",500,"24,176","6,969",2.33,0.92,,"18,504","5,674",,90,"24,268","5,153","9,187","20,233","44,590","37,616",1.20,1.19
PNM,29Nov2018,Arizona,N,"36,955","37,150","41,749","4,599","11,995","16,690",,,8,893,"12,161",2,,579,"7,300","-4,534","-2,847",,174,-472,"4,399","1,928",71,"1,164",869,"1,322",502,"23,824","6,911",2.33,0.92,,"12,684","6,943",,87,"19,713","4,751","6,514","17,950","41,749","37,150",1.04,1.07
PNM,30Nov2018,Arizona,N,"37,645","38,058","42,478","4,420","11,572","15,532",,,9,679,"14,661",25,,984,"6,368","-4,374","-2,563",,272,-625,"4,358","1,969",72,"1,137",946,"1,128",524,"24,498","7,041",2.33,0.92,,"12,211","6,481",,102,"18,794","4,407","5,940","17,261","42,478","38,058",0.98,1.00
PNM,01Dec2018,Arizona,N,"36,912","37,566","40,202","2,636","12,018","13,366",,,9,"1,078","13,696",35,,"4,840","5,695","-6,642","-2,903",,-253,"-2,565","4,464","1,982",70,"1,043",975,"1,130",590,"24,141","7,037",2.33,0.92,,"12,692","5,598",,98,"18,389","5,860","6,764","17,485","40,202","37,566",1.01,1.03
PNM,02Dec2018,Arizona,N,"37,937","39,113","42,159","3,046","21,847","14,720",,,9,513,"5,046",24,,"-1,851","4,206",-430,"-2,692",,39,"-2,403","6,177","1,976",72,"1,062","1,077","1,715",692,"25,227","7,374",2.32,0.92,,"23,020","6,161",,37,"29,217","4,288","7,152","26,353","42,159","39,113",1.53,1.49
PNM,03Dec2018,Arizona,N,"40,614","40,120","44,983","4,863","24,520","14,622",,,14,"1,137","4,649",41,,-746,"4,422",-684,"-3,008",,224,"-1,578","6,233","1,901",72,"1,173","1,051","1,783",673,"25,814","7,594",2.32,0.92,,"25,810","6,083",,39,"31,932","4,267","8,237","27,962","44,983","40,120",1.56,1.54
PNM,04Dec2018,Arizona,N,"40,802","40,703","44,595","3,892","23,808","14,684",,,24,"1,167","4,865",47,,72,"5,028",-939,"-3,674",,146,"-1,125","4,384","1,949",77,"1,199","1,069","1,759",687,"26,240","7,673",2.32,0.92,,"25,096","6,105",,41,"31,241","4,177","7,645","27,773","44,595","40,703",1.54,1.50
PNM,05Dec2018,Arizona,N,"39,819","40,451","46,879","6,428","23,712","15,193",,,24,853,"7,049",48,,"4,376","5,890","-6,227","-3,742",,-58,-411,"6,600","1,690",72,"1,174","1,000","1,778",666,"26,382","7,633",2.33,0.92,,"25,073","6,328",,53,"31,453","5,565","10,985","26,033","46,879","40,451",1.48,1.42
PNM,06Dec2018,Arizona,N,"39,474","39,461","44,934","5,473","23,767","14,135",,,24,725,"6,270",13,,"2,673","5,979","-3,870","-3,561",,15,-849,"5,086","1,869",73,"1,176","1,006","1,568",648,"25,488","7,405",2.33,0.92,,"25,147","5,881",,47,"31,075","4,912","9,569","26,419","44,934","39,461",1.52,1.48
PNM,07Dec2018,Arizona,N,"38,709","38,639","41,795","3,156","24,479","14,536",,,24,513,"2,216",27,,"-3,510","6,903",-203,"-3,798",,195,597,"2,972","1,857",72,"1,155",935,"1,745",629,"24,866","7,365",2.33,0.92,,"25,872","6,037",,18,"31,928","4,207","8,074","28,061","41,795","38,639",1.68,1.60
PNM,08Dec2018,Arizona,N,"37,756","37,147","41,643","4,496","22,879","12,033",,,24,956,"5,703",48,,"-3,861","6,381",-252,"-3,382",,252,"3,260","2,098","1,855",68,"1,058",956,"1,675",599,"23,795","7,110",2.33,0.92,,"24,181","5,004",,45,"29,229","4,105","8,176","25,159","41,643","37,147",1.55,1.49
PNM,09Dec2018,Arizona,N,"37,974","37,773","43,280","5,507","20,682","13,705",,,24,"1,220","7,601",48,,"-3,490","7,458",-343,"-3,527",,545,"3,557","1,307","1,968",69,"1,062",994,"1,692",621,"24,081","7,272",2.33,0.92,,"21,870","5,705",,59,"27,634","3,878","8,126","23,386","43,280","37,773",1.41,1.36
PNM,10Dec2018,Arizona,N,"39,637","39,822","40,929","1,107","19,739","13,882",,,24,"1,051","6,186",47,,"-4,611","7,652","-2,564","-3,767",,421,"4,098",-122,"1,947",73,"1,176","1,027","1,788",622,"25,631","7,500",2.33,0.92,,"20,873","5,770",,49,"26,691","5,678","7,825","24,544","40,929","39,822",1.44,1.36
PNM,11Dec2018,Arizona,N,"39,398","39,522","47,338","7,816","22,865","13,686",,,24,554,"10,161",48,,153,"8,005","-6,072","-3,075",,133,"5,523","3,149","2,005",72,"1,185",984,"1,730",580,"25,617","7,271",2.33,0.92,,"24,187","5,702",,72,"29,961","5,023","10,988","23,996","47,338","39,522",1.40,1.34
PNM,12Dec2018,Arizona,N,"38,700","39,173","46,602","7,429","22,977","10,167",,,24,"1,075","12,316",43,,-551,"6,455","-4,758","-3,071",,260,"6,318","2,776","1,834",72,"1,175",975,"1,736",642,"25,478","7,211",2.33,0.92,,"24,278","4,240",,89,"28,608","4,329","9,807","23,130","46,602","39,173",1.35,1.30
PNM,13Dec2018,Arizona,N,"40,398","40,019","47,687","7,668","22,956","10,494",,,24,"1,217","12,953",43,,471,"6,614","-6,724","-3,291",,387,"6,558","3,653","1,955",72,"1,179","1,017","1,554",950,"25,974","7,341",2.33,0.92,,"24,286","4,381",,95,"28,762","5,046","10,636","23,172","47,687","40,019",1.33,1.28
PNM,14Dec2018,Arizona,N,"39,954","39,971","40,601",630,"23,801","10,513",,,24,"1,098","5,125",40,,"-4,565","5,595","-2,867","-3,952",,267,"6,115",37,"1,951",74,"1,149","1,061","1,750",954,"25,648","7,628",2.33,0.92,,"25,132","4,390",,42,"29,564","5,916","8,562","26,918","40,601","39,971",1.61,1.48
PNM,15Dec2018,Arizona,N,"38,677","39,058","43,322","4,264","22,902","10,404",,,24,688,"9,281",23,,"-1,173","6,450","-7,008","-3,668",,410,"8,103","1,150","1,995",66,"1,056","1,010","1,664",867,"25,220","7,424",2.32,0.92,,"24,139","4,344",,67,"28,549","6,121","10,215","24,456","43,322","39,058",1.45,1.38
PNM,16Dec2018,Arizona,N,"37,569","38,210","39,154",944,"24,234","9,794",,,24,870,"4,215",17,,"-6,479","5,791","-1,831","-3,959",,375,"7,561",-514,"1,997",67,"1,051",978,"1,670",897,"24,443","7,395",2.32,0.92,,"25,533","4,082",,34,"29,650","6,057","9,708","25,999","39,154","38,210",1.67,1.50
PNM,17Dec2018,Arizona,N,"38,949","39,632","39,552",-80,"24,248","10,839",,,9,420,"4,020",16,,"-7,292","6,425","-1,958","-3,950",,396,"6,088",211,"2,015",72,"1,173","1,025","1,771",945,"25,416","7,488",2.32,0.92,,"25,568","4,520",,30,"30,117","6,215","9,305","27,027","39,552","39,632",1.68,1.50
PNM,18Dec2018,Arizona,N,"38,629","38,601","44,771","6,170","24,050","10,728",,,17,868,"9,090",18,,"-5,188","6,898","-1,348","-3,704",,431,"6,014","3,067","1,926",72,"1,162","1,012","1,752",911,"24,560","7,441",2.33,0.92,,"25,398","4,478",,66,"29,942","4,478","10,302","24,118","44,771","38,601",1.47,1.38
PNM,19Dec2018,Arizona,N,"38,482","38,699","48,060","9,361","23,410","9,632",,,10,"1,164","13,827",17,,-110,"6,843","-4,078","-3,334",,301,"4,740","4,999","1,772",73,"1,169","1,002","1,768",917,"24,675","7,554",2.33,0.92,,"24,750","4,026",,100,"28,876","3,756","10,103","22,528","48,060","38,699",1.32,1.28
PNM,20Dec2018,Arizona,N,"38,894","38,583","42,539","3,956","23,052","10,932",,,8,"1,193","7,350",4,,"-2,983","6,975","-3,453","-3,550",,98,"3,901","2,968","1,897",72,"1,134",992,"1,476",629,"24,551","7,568",2.33,0.92,,"24,368","4,566",,57,"28,991","4,646","9,014","24,624","42,539","38,583",1.50,1.41
PNM,21Dec2018,Arizona,N,"38,303","38,303","48,220","9,917","22,388","10,156",,,5,850,"14,778",43,,"1,426","7,810","-6,218","-3,338",,344,"5,282","4,611","1,996",72,"1,055",999,"1,392",613,"24,667","7,467",2.32,0.92,,"23,600","4,232",,104,"27,936","4,818","11,035","21,719","48,220","38,303",1.28,1.25
PNM,22Dec2018,Arizona,N,"37,276","36,549","46,477","9,928","22,430","9,208",,,12,"1,035","13,738",54,,"1,444","8,227","-4,770","-3,160",,481,"2,510","5,196","1,789",67,968,991,"1,210",560,"23,728","7,217",2.32,0.92,,"23,653","3,848",,99,"27,599","4,421","10,747","21,273","46,477","36,549",1.31,1.28
PNM,23Dec2018,Arizona,N,"38,446","37,792","40,594","2,802","22,978","11,396",,,15,838,"5,293",74,,"-2,356","8,451","-3,158","-3,880",,514,"1,083","2,148","1,873",71,974,"1,099","1,284",565,"24,304","7,632",2.32,0.92,,"24,228","4,760",,41,"29,030","5,092","8,612","25,510","40,594","37,792",1.58,1.49
PNM,24Dec2018,Arizona,N,"37,974","36,622","44,199","7,577","22,925","9,767",,,0,"1,094","10,353",60,,"-1,229","8,115","-4,915","-3,029",,397,"3,485","4,753","1,846",71,976,"1,036","1,220",573,"23,593","7,296",2.32,0.92,,"24,176","4,083",,76,"28,335","5,087","10,769","22,653","44,199","36,622",1.41,1.36
PNM,25Dec2018,Arizona,N,"36,979","35,582","38,291","2,709","23,117","9,516",,,0,657,"4,926",75,,"-5,260","7,876","-2,936","-3,003",,576,"1,008","4,448","1,972",71,964,"1,026","1,234",578,"22,457","7,314",2.32,0.92,,"24,367","3,979",,38,"28,384","4,921","9,640","23,665","38,291","35,582",1.63,1.47
PNM,26Dec2018,Arizona,N,"39,815","39,690","42,294","2,604","22,916","11,548",,,0,280,"7,504",46,,"-5,083","8,417","-4,135","-2,976",,219,582,"5,580","1,951",72,"1,012","1,097","1,270",611,"25,912","7,750",2.33,0.92,,"24,198","4,836",,52,"29,085","5,726","9,946","24,865","42,294","39,690",1.52,1.38
PNM,27Dec2018,Arizona,N,"40,262","39,680","42,747","3,067","23,036","10,532",,,0,671,"8,432",76,,"-4,453","7,575","-4,110","-3,404",,246,"2,519","4,694","2,006",72,"1,018","1,154","1,257",658,"25,646","7,862",2.33,0.92,,"24,321","4,412",,61,"28,794","5,359","9,673","24,480","42,747","39,680",1.49,1.36
PNM,28Dec2018,Arizona,N,"42,017","42,493","41,192","-1,301","23,726","10,607",,,0,265,"6,522",72,,"-7,995","8,134","-3,204","-3,414",,576,"2,693","1,909","1,884",72,"1,046","1,296","1,300",677,"27,881","8,368",2.32,0.92,,"24,995","4,429",,46,"29,470","6,710","8,895","27,286","41,192","42,493",1.58,1.42
PNM,29Dec2018,Arizona,N,"42,797","42,337","41,257","-1,080","23,817","14,697",,,13,806,"1,852",72,,"-9,376","10,595","-1,337","-3,740",,574,"1,646",558,"1,977",72,"1,028","1,268","1,281",654,"27,396","8,720",2.32,0.92,,"25,060","6,117",,18,"31,196","7,095","9,910","28,381","41,257","42,337",1.67,1.48
